monthly_income,rent,food,emi,transport,subscriptions,savings,emergency_fund_months,dependents,health_label
2164,663,415,283,119,43,487,4,0,Stable
2168,497,416,395,151,39,265,0,2,At Risk
5953,1633,1137,899,589,157,2093,1,1,Stable
3327,1072,611,492,246,110,711,0,1,At Risk
3246,1103,725,866,255,144,78,1,2,Critical
1305,234,289,36,100,43,130,9,0,Stable
3725,1249,605,386,293,158,637,10,1,At Risk
2028,503,396,174,88,68,298,11,0,Stable
8035,1620,927,785,314,329,707,0,0,At Risk
9294,2247,1055,2544,786,394,1239,11,1,At Risk
2844,984,489,59,133,141,796,4,2,Stable
3910,971,918,332,119,145,1488,10,3,Stable
4025,868,794,890,204,53,1408,8,3,Stable
3529,976,707,252,220,151,590,2,1,Stable
1652,327,204,412,80,58,428,3,4,Stable
2929,483,492,289,107,56,19,2,3,Stable
2351,413,376,79,111,71,306,2,2,Stable
8773,1540,1907,1366,312,382,1256,7,0,Stable
3872,698,467,593,261,68,732,7,4,Stable
11070,1967,2002,129,863,396,2026,2,0,Stable
3544,985,838,763,283,172,747,11,4,At Risk
7029,1310,1643,298,599,229,2406,9,1,Stable
7953,1742,1812,509,267,393,2861,2,0,Stable
1726,568,269,291,141,77,157,4,0,At Risk
1650,403,397,440,135,42,149,11,0,Critical
2094,593,462,12,137,31,572,1,4,Stable
1250,230,284,308,90,50,445,5,1,Stable
2854,537,684,645,220,115,784,7,3,At Risk
3232,511,777,156,209,137,997,0,2,Stable
8880,1632,1207,993,882,102,1213,1,4,Stable
3712,763,442,1008,124,181,1106,9,3,Stable
7324,1357,1491,321,277,147,1976,2,0,Stable
1334,223,246,44,65,42,387,3,4,Stable
9317,1622,1389,2054,652,150,684,5,1,At Risk
3559,861,721,502,336,66,404,5,2,At Risk
4163,796,455,354,405,66,1354,3,1,Stable
4867,1084,521,250,473,228,222,1,1,Stable
3236,811,495,701,312,83,362,10,3,At Risk
1596,459,206,210,144,42,292,6,1,At Risk
2942,464,611,211,198,128,435,3,4,Stable
1830,567,443,517,141,31,685,3,2,At Risk
1828,503,364,307,57,86,251,2,2,At Risk
3014,501,597,319,96,34,466,5,4,Stable
2948,957,297,636,268,136,206,11,0,Critical
2751,919,486,409,153,79,1020,6,1,Stable
2112,342,470,5,118,42,834,5,4,Stable
1975,405,391,498,85,98,173,6,0,At Risk
4198,1306,563,83,202,103,1056,0,0,Stable
1283,384,291,380,102,46,484,0,4,Critical
3682,688,900,386,332,96,561,6,0,At Risk
2313,443,328,364,130,100,156,6,3,At Risk
2782,623,364,834,212,121,256,4,1,At Risk
3967,979,598,320,322,81,1427,9,1,Stable
4988,1364,546,692,329,118,569,11,3,Stable
2508,561,579,567,145,90,798,0,1,At Risk
3214,779,769,450,231,139,523,1,2,At Risk
3210,961,625,321,222,133,1034,9,3,Stable
1553,244,333,56,81,45,232,1,4,Stable
2159,432,432,332,115,106,692,4,4,Stable
1650,482,258,273,72,25,70,7,3,At Risk
6850,2253,1334,478,477,256,1404,9,4,Stable
2371,598,534,237,226,65,467,10,3,Stable
4151,1064,919,371,223,43,1112,11,1,Stable
7925,1358,888,1016,610,227,1182,5,3,Stable
2675,640,453,640,234,129,146,8,1,At Risk
8924,2289,1424,890,870,344,878,7,1,At Risk
3079,611,655,251,265,40,847,4,1,Stable
1628,331,285,410,59,47,595,3,1,Stable
3471,782,529,844,121,127,796,1,4,At Risk
1853,285,381,440,148,79,278,7,1,At Risk
5374,1152,919,1197,435,54,280,3,1,At Risk
9001,1730,1246,2399,823,246,606,7,0,At Risk
3628,781,847,776,309,74,552,4,1,At Risk
3920,681,458,199,279,147,35,7,3,Stable
7260,2382,745,71,574,104,891,10,0,Stable
1952,524,237,106,142,72,449,5,2,Stable
3273,935,407,358,304,54,494,1,1,At Risk
3160,972,571,50,194,92,959,0,1,Stable
2849,711,551,647,121,39,742,7,0,Stable
5813,973,972,1118,249,252,2125,7,1,Stable
2521,648,329,543,79,100,270,4,2,At Risk
1354,362,162,38,118,29,378,8,3,Stable
7480,2237,1300,737,530,130,2824,4,3,Stable
10642,2515,1966,1466,664,436,2134,3,0,Stable
3474,609,505,628,285,65,652,1,2,Stable
8640,1786,1149,2080,450,201,665,2,1,Critical
2565,571,287,751,207,46,476,11,0,At Risk
9601,2680,997,236,864,206,2106,2,0,Stable
10715,2830,1241,2062,783,308,1086,1,0,Stable
4745,1049,1002,191,464,202,1831,10,0,Stable
1918,666,290,172,156,77,496,11,4,Stable
1828,495,190,423,110,29,495,8,4,Stable
3411,673,601,1017,251,102,880,2,3,At Risk
3198,544,576,505,122,32,474,5,1,Stable
2100,379,345,222,197,26,93,6,1,At Risk
2726,542,317,175,205,95,935,9,0,Stable
12038,2192,2567,2826,707,368,400,3,3,At Risk
3891,728,791,1054,349,184,1093,3,3,Stable
1636,338,260,416,56,68,379,9,2,Stable
1654,305,259,252,111,31,287,3,3,Stable
2904,956,358,513,238,95,940,3,0,Stable
11447,1900,2438,2873,907,561,4323,2,3,At Risk
2913,742,553,811,90,95,567,4,3,At Risk
3514,815,396,989,161,78,1031,5,4,Stable
1911,662,299,395,172,61,301,3,1,At Risk
5365,924,1263,308,258,67,603,0,2,Stable
4630,1062,777,434,294,63,1475,11,1,Stable
1608,552,239,128,159,66,501,6,1,Stable
2251,727,442,117,161,98,536,10,1,Stable
1771,555,231,133,122,31,706,7,0,Stable
2678,539,478,698,188,34,306,10,4,At Risk
3267,601,654,755,139,80,579,11,4,At Risk
2515,713,574,32,196,96,932,11,1,Stable
1769,594,360,78,55,82,686,0,2,Stable
1757,459,277,519,92,38,489,4,4,Stable
2219,586,477,150,114,65,148,9,1,At Risk
6034,1242,1416,1148,212,104,716,4,1,Stable
6172,1875,1059,380,330,112,1081,10,2,Stable
2772,519,279,194,200,51,594,5,3,Stable
6952,1492,1613,1039,392,197,1564,2,3,Stable
1599,375,199,233,50,37,250,2,4,Stable
2096,527,249,406,154,26,217,2,0,Stable
3644,723,532,183,187,51,579,11,1,Stable
5109,883,802,402,510,181,1266,3,0,Stable
6162,1676,1355,1153,572,216,2363,3,0,Stable
3042,631,481,88,195,125,150,9,2,Stable
3080,820,330,840,171,114,330,9,0,At Risk
3171,573,619,170,110,129,1025,8,4,Stable
2393,589,480,314,72,116,529,6,0,Stable
2658,681,590,86,228,47,117,2,0,At Risk
5731,919,915,1177,369,229,715,6,2,At Risk
11935,2593,1347,1170,624,571,1857,4,2,Stable
3444,609,630,76,240,39,764,0,2,Stable
2606,423,307,463,133,60,987,10,4,Stable
3218,1119,330,946,182,155,929,2,2,At Risk
3193,684,692,834,112,159,796,0,1,At Risk
5040,1572,808,1062,307,112,1204,3,3,At Risk
3131,629,559,11,125,137,224,7,4,Stable
1686,482,336,434,101,20,665,5,0,At Risk
2123,641,340,571,178,59,601,1,4,At Risk
2855,768,307,32,132,67,662,5,4,Stable
1619,395,223,59,74,54,281,7,0,Stable
3726,865,481,504,297,166,1102,11,2,Stable
9524,2093,2348,1148,643,138,555,10,3,At Risk
2380,799,502,210,141,90,497,5,0,Stable
2431,768,407,144,81,91,81,10,1,At Risk
3099,1062,339,510,194,126,1159,4,1,Stable
1275,222,149,295,74,39,508,8,4,Stable
2668,790,592,750,110,51,440,7,1,At Risk
1254,423,303,113,119,14,179,4,2,Stable
1976,368,206,416,115,96,158,10,1,At Risk
6558,1070,1551,1550,197,79,2247,3,4,Stable
1929,575,303,276,188,64,636,8,1,Stable
9805,2597,1294,2709,614,214,1354,0,2,At Risk
7853,2500,905,54,577,304,453,0,0,At Risk
2645,470,570,714,150,31,51,5,1,At Risk
1635,505,278,437,138,63,433,0,0,At Risk
2502,476,562,102,129,51,868,1,1,Stable
1677,306,224,221,103,56,181,4,2,Stable
1676,306,338,259,100,42,112,2,4,At Risk
2752,861,323,331,166,49,255,5,0,At Risk
11069,3132,1255,2973,818,257,3366,7,3,Stable
2848,725,341,609,242,104,1014,5,0,Stable
1377,305,304,51,79,14,463,1,0,Stable
3194,1039,633,887,236,96,735,2,1,At Risk
7056,1612,881,97,243,120,1483,8,3,Stable
1929,604,304,344,67,64,355,1,0,At Risk
2105,500,451,330,78,89,332,10,2,Stable
11735,2644,1676,254,539,362,4031,8,0,Stable
1338,324,318,279,56,35,105,3,2,Critical
3743,787,887,1080,237,126,660,6,3,Critical
1769,529,323,243,86,35,634,1,1,Stable
1636,409,318,252,127,16,160,9,4,At Risk
4466,877,884,514,377,174,1623,0,0,Stable
1764,581,244,463,102,75,417,5,1,At Risk
4796,1087,742,1334,440,181,624,4,3,At Risk
1938,501,233,230,137,92,151,9,1,At Risk
2634,872,628,703,240,35,685,8,4,Critical
3477,955,725,213,217,46,709,1,2,Stable
4697,814,502,645,253,132,459,1,3,At Risk
3422,1156,624,258,230,121,1198,4,4,Stable
10825,2982,1639,727,616,341,3183,3,4,Stable
2325,504,516,597,121,56,697,2,2,At Risk
1911,339,289,409,71,46,219,6,3,At Risk
2266,699,445,45,142,61,759,10,4,Stable
2560,701,319,581,191,28,992,10,4,Stable
3189,818,586,548,273,110,872,2,4,Stable
1811,595,260,427,164,36,321,6,4,Critical
2576,792,321,458,107,52,991,1,2,Stable
2843,512,548,321,162,122,701,4,0,Stable
4127,876,808,612,300,145,1500,10,3,Stable
2097,418,519,89,156,67,323,1,0,Stable
2129,636,426,198,193,53,566,11,1,Stable
5605,878,994,37,371,160,257,1,2,Stable
4484,1183,1062,546,305,191,543,4,4,At Risk
3585,1084,803,98,197,89,1182,5,2,Stable
3523,1146,642,698,341,77,567,3,4,At Risk
3491,762,616,955,156,87,913,1,0,At Risk
4300,1351,1037,955,347,100,310,8,2,Critical
1718,295,330,106,114,63,306,4,3,Stable
1813,578,375,275,88,88,363,3,4,Stable
3511,616,396,749,154,39,176,1,2,Critical
2217,508,460,535,157,78,368,10,0,At Risk
2132,659,297,181,70,61,463,4,3,Stable
2409,433,282,344,233,116,294,6,4,Stable
2926,573,665,91,157,72,897,11,4,Stable
3537,1041,720,770,353,43,794,9,2,At Risk
2337,687,376,304,161,63,330,3,4,At Risk
3318,923,546,41,171,54,6,2,2,Stable
1610,464,208,255,74,30,140,1,4,At Risk
10526,2721,1067,2499,880,479,1247,9,1,At Risk
2009,402,306,26,67,61,14,3,1,Stable
2615,573,319,316,221,121,146,2,4,At Risk
2420,450,395,349,179,60,658,0,3,Stable
3645,1209,820,1093,198,140,1354,7,4,Critical
11490,3064,1346,753,802,479,1037,7,1,Stable
1259,289,143,309,115,14,435,10,1,Stable
2827,685,665,123,272,132,206,3,1,At Risk
2352,798,498,680,224,27,233,4,2,Critical
1320,238,142,121,87,14,111,6,1,Stable
5079,1357,568,221,361,209,30,8,3,Stable
2391,600,484,273,102,50,166,3,2,At Risk
8042,2189,1250,36,758,226,317,9,3,At Risk
3141,482,655,102,108,65,1144,6,2,Stable
3920,1271,629,583,250,155,893,0,2,At Risk
1789,601,438,504,79,47,690,1,3,Critical
3758,988,767,501,227,124,970,7,4,Stable
3448,997,368,682,269,136,675,1,2,Stable
1420,474,212,301,84,36,119,3,1,Critical
2328,678,429,25,220,30,72,3,1,At Risk
1402,253,170,135,104,63,191,4,1,Stable
1409,373,141,421,98,38,47,9,2,At Risk
2968,805,332,6,179,92,1043,8,1,Stable
3937,924,703,555,214,192,1205,1,1,Stable
2927,870,570,735,271,62,869,9,1,At Risk
1250,421,142,108,74,19,416,2,3,Stable
11015,3691,2200,3293,777,399,2342,8,2,At Risk
3118,748,600,454,200,68,528,8,4,Stable
4988,861,1202,1367,359,220,1868,9,3,At Risk
1434,497,324,227,64,64,545,9,3,At Risk
1690,537,408,201,166,23,120,7,4,Critical
7032,1230,1722,1498,399,347,718,1,4,At Risk
4876,1629,810,1401,237,197,1011,11,0,At Risk
1361,440,235,153,44,16,449,10,2,Stable
9423,2391,1340,2445,838,466,2842,8,2,Stable
2851,764,502,564,215,33,933,1,4,Stable
11922,2739,1461,1354,606,188,4592,10,2,Stable
2435,391,488,40,136,49,376,2,3,Stable
3941,855,408,368,249,139,1287,8,2,Stable
6384,1982,864,1592,379,294,1931,1,2,At Risk
3604,543,472,102,215,70,1303,2,4,Stable
2749,595,661,471,202,68,694,10,3,Stable
12214,2804,1486,1875,1092,184,579,5,1,At Risk
2268,583,529,450,127,74,668,3,0,Stable
1269,423,150,357,54,50,235,4,4,At Risk
1409,308,278,317,45,40,439,6,0,Stable
4880,1070,722,747,299,105,1064,2,1,Stable
1688,502,248,420,75,37,103,9,4,At Risk
2834,681,707,596,127,123,296,4,2,At Risk
10308,2009,1380,2769,372,438,2692,9,4,Stable
1701,409,221,369,69,62,476,3,1,Stable
7179,1279,1352,1621,440,240,2801,8,3,Stable
7827,1450,1652,197,610,147,1693,9,0,Stable
4662,1163,1153,5,286,205,1392,0,2,Stable
3071,717,630,880,246,102,891,7,4,At Risk
1917,638,353,144,161,85,211,5,4,Stable
3793,843,612,187,289,68,1068,5,0,Stable
3193,849,604,152,101,112,19,3,4,Stable
11395,3150,2166,2522,781,424,2729,11,2,At Risk
2543,388,337,35,127,77,991,8,4,Stable
5773,1632,1158,1144,523,63,1795,6,3,Stable
3244,602,423,556,302,91,850,5,2,Stable
1256,429,217,55,74,39,226,1,2,Stable
2967,533,412,120,244,102,825,1,1,Stable
2665,620,391,106,150,63,461,11,3,Stable
5338,891,1025,415,341,235,1560,2,3,Stable
2704,944,296,520,267,90,774,0,1,At Risk
11171,2797,1137,693,470,531,1634,4,1,Stable
7775,2092,929,1539,562,262,252,7,0,At Risk
2042,333,255,595,152,71,468,11,0,Stable
3690,1106,478,954,328,159,1392,2,2,At Risk
11975,2298,2587,2867,483,509,1146,5,2,At Risk
2246,740,375,639,209,66,113,4,1,Critical
1900,362,323,349,147,22,199,3,1,Stable
1797,338,353,414,178,74,394,7,0,Stable
1748,274,365,405,117,68,504,0,0,At Risk
3043,743,305,889,225,142,1144,7,0,Stable
2797,735,639,543,121,75,65,4,4,At Risk
2015,328,500,165,117,70,56,2,1,Stable
2841,866,336,166,241,94,216,10,4,At Risk
1432,344,283,131,73,39,317,2,2,Stable
4084,1040,409,933,392,133,351,9,3,At Risk
2187,520,234,430,180,60,643,1,1,Stable
2781,640,396,182,126,47,944,5,2,Stable
3477,910,789,896,328,107,532,7,0,At Risk
4501,814,890,1325,207,73,998,10,2,Stable
2191,408,365,497,148,78,127,1,4,Critical
1414,455,234,26,101,57,549,9,2,Stable
3516,1192,597,661,200,57,26,7,2,At Risk
12220,2745,1792,3437,595,246,475,1,0,Critical
2715,554,628,254,93,55,30,5,4,Stable
3293,918,609,578,295,68,1106,10,3,Stable
3856,893,665,262,160,161,574,0,0,Stable
11457,1776,1944,3027,542,284,4558,2,0,At Risk
2531,458,608,660,223,69,170,1,3,Critical
1732,507,361,189,92,85,20,4,1,At Risk
1700,479,206,178,127,63,112,7,4,At Risk
3337,518,552,0,236,69,1254,9,2,Stable
2037,395,291,193,173,41,621,10,2,Stable
1326,260,328,310,99,14,395,7,4,At Risk
4015,1141,651,34,228,60,1094,11,3,Stable
2149,330,236,130,191,73,81,1,0,Stable
3932,671,635,861,294,196,334,10,0,At Risk
1343,416,199,261,82,50,529,8,3,Stable
3929,729,746,1162,218,98,642,11,4,At Risk
11072,3106,1482,1297,802,530,3249,10,2,Stable
4361,861,459,174,136,77,1666,9,4,Stable
1436,243,164,286,118,45,374,3,3,Stable
2835,563,403,67,230,119,406,7,3,Stable
3938,1159,599,137,247,168,1078,3,2,Stable
3225,1035,726,549,183,151,283,3,1,Critical
6623,2093,930,937,570,75,2358,7,4,Stable
1780,408,186,140,72,87,187,7,4,Stable
1779,504,386,255,145,38,150,4,4,At Risk
9536,1821,2196,2484,304,107,3743,2,3,At Risk
2925,610,508,636,273,145,1064,8,2,Stable
2448,806,349,334,236,111,646,8,3,Stable
2812,429,606,262,226,48,985,10,3,Stable
4479,748,453,782,368,88,1329,8,0,Stable
2967,568,707,2,165,115,563,2,3,Stable
2623,407,602,576,239,125,796,8,3,Stable
2095,390,380,504,107,79,448,9,0,Stable
12424,3312,1759,453,866,268,3301,3,4,Stable
4157,973,436,502,339,142,1266,7,0,Stable
10109,3321,2526,439,717,125,3627,4,1,Stable
10652,3339,2282,3031,687,208,1303,1,3,Critical
5346,1167,806,1324,245,255,1023,11,0,At Risk
10527,2125,1083,63,799,225,2190,8,0,Stable
2333,527,457,679,193,56,685,2,3,At Risk
8776,2352,2176,373,612,269,1484,2,0,Stable
4234,862,872,106,369,94,677,8,2,Stable
2128,584,239,20,153,31,31,4,3,Stable
11706,2714,1876,2776,964,330,687,10,4,At Risk
1453,378,169,403,138,16,566,7,0,Stable
2121,503,502,60,104,51,263,2,0,Stable
2115,441,316,623,129,43,545,2,4,At Risk
1898,644,398,179,177,66,566,11,2,Stable
2697,816,303,549,172,45,1006,1,2,At Risk
5444,969,649,1610,166,207,949,7,4,At Risk
3434,1111,693,8,113,90,1343,0,1,Stable
12427,3075,2814,2038,460,372,2164,3,3,At Risk
3525,1159,459,693,206,86,104,6,2,At Risk
2909,901,473,324,164,45,358,10,3,At Risk
2528,594,487,83,185,38,1009,6,3,Stable
1260,194,276,234,56,21,23,2,0,At Risk
3552,723,689,50,211,126,703,5,1,Stable
9609,2482,1098,2661,752,206,3219,10,0,Stable
2960,819,537,410,293,102,1118,0,3,At Risk
1530,308,356,417,96,28,141,11,1,At Risk
1566,278,360,393,47,61,336,6,0,Stable
2393,758,449,2,175,47,241,9,4,Stable
4130,1432,1029,568,274,187,1539,11,4,At Risk
2171,553,251,578,118,72,597,3,1,Stable
6009,1107,1032,670,321,137,2377,4,3,Stable
1387,283,299,134,112,66,539,4,1,Stable
2854,438,345,586,150,43,770,10,1,Stable
8597,2861,2114,1818,843,417,952,8,2,Critical
1475,255,225,284,54,17,98,10,2,At Risk
2224,590,339,242,80,74,803,10,4,Stable
2043,418,269,38,193,85,576,3,3,Stable
3906,1018,559,1081,233,157,889,0,3,At Risk
3950,1107,737,375,251,149,621,5,4,Stable
2352,743,386,561,86,26,29,10,3,Critical
3345,639,431,352,184,75,1306,3,1,Stable
4116,626,911,610,286,92,1199,3,2,Stable
10292,1825,1125,1153,373,131,3084,1,0,Stable
1964,648,442,47,155,79,142,8,2,At Risk
1922,624,271,189,144,37,733,4,1,Stable
1972,531,343,565,139,95,537,1,2,At Risk
1815,490,285,60,102,66,135,7,4,Stable
7659,2167,1421,1277,433,270,1637,5,3,Stable
1664,307,365,483,151,22,134,5,3,At Risk
2374,790,589,14,76,43,520,11,2,Stable
1415,330,206,29,117,33,553,1,3,Stable
1691,383,309,461,73,35,32,1,4,Critical
7980,2025,1355,1760,670,176,3014,4,3,At Risk
2913,464,727,476,186,62,810,6,0,Stable
3113,570,689,501,172,119,1076,1,3,Stable
8020,2386,1279,2345,400,291,350,9,0,Critical
7262,1209,1245,45,464,74,483,11,3,Stable
3644,986,498,295,290,63,1337,9,1,Stable
1646,327,351,156,113,66,532,4,1,Stable
5758,1312,1305,206,430,184,1502,0,1,Stable
2116,439,517,226,202,48,517,0,0,At Risk
2603,575,481,289,191,115,36,6,2,At Risk
3558,1045,713,1023,252,106,1335,6,3,At Risk
10040,2102,1675,1331,565,322,3686,0,2,Stable
8013,2109,1533,2247,422,320,1606,11,3,At Risk
5818,1426,886,1413,390,173,1483,8,1,Stable
3326,940,700,735,102,52,267,3,1,Critical
3849,1298,398,381,270,63,846,7,2,Stable
5963,1768,621,763,318,256,2112,5,0,Stable
2076,400,430,27,174,86,108,10,2,Stable
9401,1468,2252,1064,372,100,2243,7,0,Stable
2983,603,581,778,240,96,142,11,4,At Risk
2082,560,435,488,127,54,389,8,0,At Risk
1396,223,312,338,83,20,167,7,2,At Risk
3486,868,537,231,115,103,114,6,2,Stable
1456,392,169,91,78,69,59,5,1,Stable
3286,712,788,653,313,95,615,3,3,At Risk
4059,1234,977,793,125,139,1143,3,1,Stable
3580,613,595,209,143,166,1262,11,0,Stable
4339,716,575,936,368,80,603,6,1,At Risk
1476,436,345,166,86,40,499,9,1,Stable
9139,2276,1885,2431,368,179,1218,6,1,At Risk
3579,1029,362,391,150,177,705,8,3,Stable
2992,709,347,206,114,32,634,3,1,Stable
3321,661,821,195,109,146,931,1,0,Stable
1859,583,196,500,184,48,62,5,4,Critical
11967,3708,1703,3087,767,588,759,9,1,Critical
11592,3349,2112,1480,563,332,2896,7,2,Stable
2787,569,355,201,184,98,907,8,0,Stable
4044,1083,545,345,226,132,947,0,4,Stable
9506,2112,1453,1097,827,135,2741,8,4,Stable
3655,615,513,48,263,175,690,0,4,Stable
1803,601,397,36,158,63,340,1,2,At Risk
3478,616,608,967,161,74,974,10,3,Stable
5123,1742,726,1177,347,119,1586,8,1,At Risk
3376,807,496,824,163,38,282,11,0,At Risk
2278,426,241,327,108,42,843,5,0,Stable
2340,604,251,256,99,63,731,4,0,Stable
12482,4051,2592,344,725,254,4217,10,0,Stable
2091,619,244,350,164,37,382,5,0,Stable
2619,815,448,584,171,90,751,2,3,At Risk
6366,1793,1440,374,624,207,2415,8,0,Stable
11281,3254,1751,1317,548,514,1332,11,2,Stable
2559,818,388,711,200,78,854,9,4,At Risk
2166,433,500,548,121,69,860,1,1,At Risk
3806,943,874,911,207,76,1282,2,3,At Risk
2140,415,496,25,128,98,66,7,4,Stable
1959,680,363,97,91,95,659,8,3,Stable
3873,1312,940,355,369,113,436,0,0,At Risk
11269,1779,2511,1026,636,145,292,11,3,Stable
1525,443,247,58,73,31,151,4,2,At Risk
1810,606,351,157,128,18,87,3,0,At Risk
3263,607,385,419,135,57,1217,8,3,Stable
2921,769,533,43,236,30,248,4,2,At Risk
10759,3583,1500,1301,628,385,2424,10,2,Stable
1914,300,272,285,127,82,662,4,4,Stable
4159,1203,494,51,367,185,627,4,3,Stable
11427,2393,1756,2311,458,233,3147,11,0,Stable
3901,1306,671,93,277,125,712,3,3,Stable
2041,702,387,396,66,77,296,9,1,At Risk
2826,957,411,842,163,110,723,3,3,At Risk
2264,554,495,41,203,25,31,9,4,At Risk
8730,2814,1555,712,704,166,1505,3,4,Stable
11410,3638,2233,442,969,287,380,4,1,At Risk
9696,2073,1374,1074,575,201,2557,0,0,Stable
5610,1771,1246,1405,355,231,1861,3,3,Critical
1762,277,341,491,156,28,319,2,0,At Risk
1618,435,371,407,105,75,327,11,1,At Risk
2586,506,320,536,184,114,715,10,0,Stable
1433,249,225,308,127,43,256,4,0,At Risk
9208,1522,1076,332,801,395,500,10,3,Stable
8616,2492,1140,642,405,218,2336,9,4,Stable
2923,637,465,319,207,48,951,9,4,Stable
7185,2119,1682,108,319,162,687,4,2,At Risk
2404,392,441,592,78,24,281,1,2,At Risk
3868,824,578,296,144,189,1533,10,3,Stable
4892,1261,1037,76,307,200,1483,10,0,Stable
3186,981,328,69,293,32,67,3,0,At Risk
3118,666,484,906,197,134,1163,8,1,Stable
2914,801,554,797,113,50,883,7,1,At Risk
5446,1781,1021,1566,217,256,1710,8,0,At Risk
12476,3408,2384,3580,916,224,1752,6,3,Critical
3698,726,487,886,333,68,720,8,4,At Risk
2198,340,330,181,115,104,50,0,3,At Risk
2466,799,591,240,168,73,620,6,3,Stable
4047,624,995,488,374,56,1160,2,1,Stable
2351,763,345,553,92,76,555,4,3,At Risk
1356,346,266,377,55,46,463,2,4,At Risk
1840,621,250,243,103,68,668,9,0,Stable
5647,1749,876,510,348,154,882,5,4,Stable
6664,2329,1458,485,306,269,1290,5,1,Stable
2838,624,497,218,194,109,831,11,0,Stable
1425,432,324,2,132,14,241,9,3,Stable
3296,759,640,231,302,85,37,9,4,At Risk
2967,729,576,262,101,73,337,4,1,Stable
3627,999,381,843,262,174,431,4,1,At Risk
3571,1159,758,587,160,40,1092,7,4,Stable
1464,507,361,145,111,30,69,2,2,At Risk
2317,703,396,415,161,32,222,4,4,At Risk
7113,1661,880,1682,324,75,621,5,4,At Risk
4089,957,1008,748,392,138,117,1,1,At Risk
9231,2746,1324,194,582,357,107,5,4,At Risk
6146,1215,991,444,353,150,2226,9,3,Stable
2723,468,303,233,232,119,495,9,4,Stable
8474,1872,988,922,430,101,1256,0,3,At Risk
2197,455,291,16,156,64,619,0,0,Stable
1999,418,364,446,88,87,79,8,4,At Risk
2621,515,481,369,89,112,174,6,0,At Risk
3907,618,745,1050,253,120,644,4,0,At Risk
3472,533,651,539,143,170,1059,4,0,Stable
3887,1350,677,1152,214,42,901,2,3,At Risk
3471,817,764,729,219,149,892,3,0,At Risk
3098,702,743,824,94,140,149,1,0,Critical
3908,1117,548,1141,212,117,534,7,0,At Risk
10700,2072,1278,1514,653,412,1041,5,0,At Risk
1385,470,226,263,94,47,156,6,0,At Risk
2643,812,274,724,234,47,512,11,1,At Risk
2553,428,593,440,134,81,725,3,3,Stable
2669,623,362,42,252,65,395,3,3,Stable
3700,1205,674,773,198,149,560,3,2,At Risk
1605,544,188,450,111,70,36,10,0,Critical
3832,933,701,898,135,126,1000,10,2,Stable
1970,537,208,467,114,55,332,5,1,At Risk
3544,649,763,84,299,134,1133,6,1,Stable
9087,3164,2210,2010,461,206,1568,8,1,Critical
5138,1008,750,49,158,156,22,10,2,Stable
3252,1100,451,907,308,46,853,2,2,At Risk
6614,1851,1105,1814,201,256,2395,9,4,Stable
2967,805,572,872,144,50,829,0,1,At Risk
2854,720,366,259,265,101,689,1,0,Stable
5931,1163,1307,961,235,262,36,4,2,At Risk
2212,409,287,384,199,32,119,5,3,At Risk
3072,596,309,513,297,136,490,0,4,At Risk
10718,2007,1914,1325,789,426,226,11,3,At Risk
3255,995,381,963,173,86,1107,3,0,Stable
1818,400,372,483,93,59,457,8,2,Stable
3392,548,424,621,134,82,1078,7,0,Stable
